Site number,Site type,Transect,Species,Dead,Start,Stop,Difference,,Site number,Site type,Transect,Species,Dead,Live,Total,% cover dead,% cover live,% cover total
10,M,80,ARTRIW,,1710,1730,20,,,,,,,,,,,
10,M,80,ARTRIW,,1840,1880,40,,,,,,,,,,,
10,M,80,ARTRIW,,2000,2100,100,,,,,,,,,,,
10,M,80,ARTRIW,,2385,2480,95,,,,,,,,,,,
10,M,80,ARTRIW,,3300,3310,10,,,,,,,,,,,
10,M,80,ARTRIW,,3515,3535,20,,,,,,,,,,,
10,M,80,ARTRIW,,3740,3810,70,,,,,,,,,,,
10,M,80,TETSPI,,770,845,75,,,,,,,,,,,
10,M,80,TETSPI,,945,1000,55,,,,,,,,,,,
10,M,80,TETSPI,,1445,1515,70,,,,,,,,,,,
10,M,80,TETSPI,,1580,1590,10,,,,,,,,,,,
10,M,80,TETSPI,,2690,2750,60,,,,,,,,,,,
10,M,80,TETSPI,,2940,2960,20,,,,,,,,,,,
10,M,80,TETSPI,,3845,3965,120,,,,,,,,,,,
10,M,100,ARTRIW,X,0,50,50,,,,,,,,,,,
10,M,100,ARTRIW,X,430,450,20,,,,,,,,,,,
10,M,100,ARTRIW,X,760,780,20,,,,,,,,,,,
10,M,100,ARTRIW,X,1420,1440,20,,,,,,,,,,,
10,M,100,ARTRIW,X,1570,1625,55,,,,,,,,,,,
10,M,100,ARTRIW,X,2040,2120,80,,,,,,,,,,,
10,M,100,ARTRIW,X,2180,2195,15,,,,,,,,,,,
10,M,100,ARTRIW,X,2470,2495,25,,,,,,,,,,,
10,M,100,ARTRIW,X,3420,3470,50,,,,,,,,,,,
10,M,100,ARTRIW,X,3740,3760,20,,,,,,,,,,,
10,M,100,ARTRIW,X,3860,3920,60,,,,,,,,,,,
10,M,100,ARTRIW,X,4410,4420,10,,,,,,,,,,,
10,M,100,ARTRIW,,50,145,95,,,,,,,,,,,
10,M,100,ARTRIW,,530,570,40,,,,,,,,,,,
10,M,100,ARTRIW,,1050,1160,110,,,,,,,,,,,
10,M,100,ARTRIW,,1600,1610,10,,,,,,,,,,,
10,M,100,ARTRIW,,2135,2180,45,,,,,,,,,,,
10,M,100,ARTRIW,,2200,2220,20,,,,,,,,,,,
10,M,100,ARTRIW,,2435,2470,35,,,,,,,,,,,
10,M,100,ARTRIW,,2800,2825,25,,,,,,,,,,,
10,M,100,ARTRIW,,3470,3490,20,,,,,,,,,,,
10,M,100,ARTRIW,,3760,3785,25,,,,,,,,,,,
10,M,100,ARTRIW,,3955,4030,75,,,,,,,,,,,
10,M,100,ARTRIW,,4240,4310,70,,,,,,,,,,,
10,M,100,ARTRIW,,4430,4440,10,,,,,,,,,,,
10,M,100,TETSPI,,2600,2670,70,,,,,,,,,,,
10,M,100,TETSPI,,3535,3585,50,,,,,,,,,,,
10,M,100,TETSPI,,3815,3865,50,,,,,,,,,,,
10,M,100,TETSPI,,4640,4720,80,,,,,,,,,,,
11,M,0,ARTRIW,X,170,185,15,,,,,,,,,,,
11,M,0,ARTRIW,X,415,465,50,,,,,,,,,,,
11,M,0,ARTRIW,X,510,530,20,,,,,,,,,,,
11,M,0,ARTRIW,X,585,625,40,,,,,,,,,,,
11,M,0,ARTRIW,X,670,735,65,,,,,,,,,,,
11,M,0,ARTRIW,X,770,810,40,,,,,,,,,,,
11,M,0,ARTRIW,X,910,970,60,,,,,,,,,,,
11,M,0,ARTRIW,X,1100,1130,30,,,,,,,,,,,
11,M,0,ARTRIW,X,1210,1270,60,,,,,,,,,,,
11,M,0,ARTRIW,X,1550,1570,20,,,,,,,,,,,
11,M,0,ARTRIW,X,1585,1595,10,,,,,,,,,,,
11,M,0,ARTRIW,X,1730,1735,5,,,,,,,,,,,
11,M,0,ARTRIW,X,1835,1870,35,,,,,,,,,,,
11,M,0,ARTRIW,X,1995,2030,35,,,,,,,,,,,
11,M,0,ARTRIW,X,2330,2400,70,,,,,,,,,,,
11,M,0,ARTRIW,X,2495,2500,5,,,,,,,,,,,
11,M,0,ARTRIW,X,3350,3375,25,,,,,,,,,,,
11,M,0,ARTRIW,X,3590,3625,35,,,,,,,,,,,
11,M,0,ARTRIW,X,3810,3875,65,,,,,,,,,,,
11,M,0,ARTRIW,X,3965,3990,25,,,,,,,,,,,
11,M,0,ARTRIW,X,4030,4085,55,,,,,,,,,,,
11,M,0,ARTRIW,X,4100,4115,15,,,,,,,,,,,
11,M,0,ARTRIW,X,4125,4145,20,,,,,,,,,,,
11,M,0,ARTRIW,X,4840,4950,110,,,,,,,,,,,
11,M,0,ARTRIW,,135,170,35,,,,,,,,,,,
11,M,0,ARTRIW,,185,200,15,,,,,,,,,,,
11,M,0,ARTRIW,,270,315,45,,,,,,,,,,,
11,M,0,ARTRIW,,475,505,30,,,,,,,,,,,
11,M,0,ARTRIW,,645,670,25,,,,,,,,,,,
11,M,0,ARTRIW,,870,880,10,,,,,,,,,,,
11,M,0,ARTRIW,,1175,1210,35,,,,,,,,,,,
11,M,0,ARTRIW,,1570,1585,15,,,,,,,,,,,
11,M,0,ARTRIW,,1620,1720,100,,,,,,,,,,,
11,M,0,ARTRIW,,1735,1755,20,,,,,,,,,,,
11,M,0,ARTRIW,,2030,2045,15,,,,,,,,,,,
11,M,0,ARTRIW,,2455,2470,15,,,,,,,,,,,
11,M,0,ARTRIW,,3010,3075,65,,,,,,,,,,,
11,M,0,ARTRIW,,3090,3120,30,,,,,,,,,,,
11,M,0,ARTRIW,,3150,3180,30,,,,,,,,,,,
11,M,0,ARTRIW,,3500,3530,30,,,,,,,,,,,
11,M,0,ARTRIW,,3625,3650,25,,,,,,,,,,,
11,M,0,ARTRIW,,3725,3800,75,,,,,,,,,,,
11,M,0,ARTRIW,,3875,3920,45,,,,,,,,,,,
11,M,0,ARTRIW,,3990,4030,40,,,,,,,,,,,
11,M,0,ARTRIW,,4675,4705,30,,,,,,,,,,,
11,M,0,ARTRIW,,4740,4755,15,,,,,,,,,,,
11,M,20,ARTRIW,X,570,615,45,,,,,,,,,,,
11,M,20,ARTRIW,X,675,690,15,,,,,,,,,,,
11,M,20,ARTRIW,X,1110,1115,5,,,,,,,,,,,
11,M,20,ARTRIW,X,2330,2350,20,,,,,,,,,,,
11,M,20,ARTRIW,X,2470,2500,30,,,,,,,,,,,
11,M,20,ARTRIW,X,2520,2590,70,,,,,,,,,,,
11,M,20,ARTRIW,X,2960,3000,40,,,,,,,,,,,
11,M,20,ARTRIW,X,3270,3300,30,,,,,,,,,,,
11,M,20,ARTRIW,X,3570,3585,15,,,,,,,,,,,
11,M,20,ARTRIW,X,4060,4130,70,,,,,,,,,,,
11,M,20,ARTRIW,X,4460,4550,90,,,,,,,,,,,
11,M,20,ARTRIW,X,4770,4830,60,,,,,,,,,,,
11,M,20,ARTRIW,X,4890,5000,110,,,,,,,,,,,
11,M,20,ARTRIW,,0,205,205,,,,,,,,,,,
11,M,20,ARTRIW,,215,225,10,,,,,,,,,,,
11,M,20,ARTRIW,,885,945,60,,,,,,,,,,,
11,M,20,ARTRIW,,1155,1250,95,,,,,,,,,,,
11,M,20,ARTRIW,,1560,1600,40,,,,,,,,,,,
11,M,20,ARTRIW,,2230,2295,65,,,,,,,,,,,
11,M,20,ARTRIW,,2350,2430,80,,,,,,,,,,,
11,M,20,ARTRIW,,2725,2805,80,,,,,,,,,,,
11,M,20,ARTRIW,,2935,2940,5,,,,,,,,,,,
11,M,20,ARTRIW,,3065,3085,20,,,,,,,,,,,
11,M,20,ARTRIW,,3425,3570,145,,,,,,,,,,,
11,M,20,ARTRIW,,3840,3960,120,,,,,,,,,,,
11,M,40,ARTRIW,X,560,605,45,,,,,,,,,,,
11,M,40,ARTRIW,X,900,970,70,,,,,,,,,,,
11,M,40,ARTRIW,X,1280,1400,120,,,,,,,,,,,
11,M,40,ARTRIW,X,1435,1480,45,,,,,,,,,,,
11,M,40,ARTRIW,X,1585,1640,55,,,,,,,,,,,
11,M,40,ARTRIW,X,1820,1865,45,,,,,,,,,,,
11,M,40,ARTRIW,X,2540,2580,40,,,,,,,,,,,
11,M,40,ARTRIW,X,2650,2660,10,,,,,,,,,,,
11,M,40,ARTRIW,X,2720,2800,80,,,,,,,,,,,
11,M,40,ARTRIW,X,3090,3100,10,,,,,,,,,,,
11,M,40,ARTRIW,X,3750,3800,50,,,,,,,,,,,
11,M,40,ARTRIW,X,3880,3940,60,,,,,,,,,,,
11,M,40,ARTRIW,X,3980,4045,65,,,,,,,,,,,
11,M,40,ARTRIW,X,4775,4830,55,,,,,,,,,,,
11,M,40,ARTRIW,X,4860,4925,65,,,,,,,,,,,
11,M,40,ARTRIW,X,4985,5000,15,,,,,,,,,,,
11,M,40,ARTRIW,,610,775,165,,,,,,,,,,,
11,M,40,ARTRIW,,1655,1685,30,,,,,,,,,,,
11,M,40,ARTRIW,,1705,1710,5,,,,,,,,,,,
11,M,40,ARTRIW,,1785,1815,30,,,,,,,,,,,
11,M,40,ARTRIW,,2570,2595,25,,,,,,,,,,,
11,M,40,ARTRIW,,2660,2675,15,,,,,,,,,,,
11,M,40,ARTRIW,,2810,2850,40,,,,,,,,,,,
11,M,40,ARTRIW,,3000,3060,60,,,,,,,,,,,
11,M,40,ARTRIW,,3075,3085,10,,,,,,,,,,,
11,M,40,ARTRIW,,3100,3160,60,,,,,,,,,,,
11,M,40,ARTRIW,,3540,3575,35,,,,,,,,,,,
11,M,40,ARTRIW,,3640,3680,40,,,,,,,,,,,
11,M,40,ARTRIW,,3830,3920,90,,,,,,,,,,,
11,M,40,ARTRIW,,4170,4275,105,,,,,,,,,,,
11,M,40,ARTRIW,,4755,4775,20,,,,,,,,,,,
11,M,40,ARTRIW,,4830,4855,25,,,,,,,,,,,
11,M,60,ARTRIW,X,745,790,45,,,,,,,,,,,
11,M,60,ARTRIW,X,1115,1205,90,,,,,,,,,,,
11,M,60,ARTRIW,X,1220,1225,5,,,,,,,,,,,
11,M,60,ARTRIW,X,1290,1315,25,,,,,,,,,,,
11,M,60,ARTRIW,X,1340,1395,55,,,,,,,,,,,
11,M,60,ARTRIW,X,2345,2385,40,,,,,,,,,,,
11,M,60,ARTRIW,X,2455,2470,15,,,,,,,,,,,
11,M,60,ARTRIW,X,2635,2750,115,,,,,,,,,,,
11,M,60,ARTRIW,X,2870,2890,20,,,,,,,,,,,
11,M,60,ARTRIW,X,3125,3165,40,,,,,,,,,,,
11,M,60,ARTRIW,X,3190,3255,65,,,,,,,,,,,
11,M,60,ARTRIW,X,3275,3330,55,,,,,,,,,,,
11,M,60,ARTRIW,X,3860,3870,10,,,,,,,,,,,
11,M,60,ARTRIW,X,4035,4120,85,,,,,,,,,,,
11,M,60,ARTRIW,X,4635,4740,105,,,,,,,,,,,
11,M,60,ARTRIW,X,4800,5000,200,,,,,,,,,,,
11,M,60,ARTRIW,,180,315,135,,,,,,,,,,,
11,M,60,ARTRIW,,400,410,10,,,,,,,,,,,
11,M,60,ARTRIW,,805,980,175,,,,,,,,,,,
11,M,60,ARTRIW,,1315,1340,25,,,,,,,,,,,
11,M,60,ARTRIW,,1365,1430,65,,,,,,,,,,,
11,M,60,ARTRIW,,1450,1540,90,,,,,,,,,,,
11,M,60,ARTRIW,,1640,1750,110,,,,,,,,,,,
11,M,60,ARTRIW,,2445,2455,10,,,,,,,,,,,
11,M,60,ARTRIW,,2575,2590,15,,,,,,,,,,,
11,M,60,ARTRIW,,2615,2630,15,,,,,,,,,,,
11,M,60,ARTRIW,,2825,2870,45,,,,,,,,,,,
11,M,60,ARTRIW,,2890,3015,125,,,,,,,,,,,
11,M,60,ARTRIW,,3165,3190,25,,,,,,,,,,,
11,M,60,ARTRIW,,3305,3330,25,,,,,,,,,,,
11,M,60,ARTRIW,,3465,3495,30,,,,,,,,,,,
11,M,60,ARTRIW,,3980,4010,30,,,,,,,,,,,
11,M,60,ARTRIW,,4180,4295,115,,,,,,,,,,,
11,M,60,ARTRIW,,4945,4960,15,,,,,,,,,,,
11,M,60,ARTRIW,,4985,5000,15,,,,,,,,,,,
11,M,80,ARTRIW,X,245,310,65,,,,,,,,,,,
11,M,80,ARTRIW,X,590,600,10,,,,,,,,,,,
11,M,80,ARTRIW,X,655,660,5,,,,,,,,,,,
11,M,80,ARTRIW,X,765,825,60,,,,,,,,,,,
11,M,80,ARTRIW,X,900,930,30,,,,,,,,,,,
11,M,80,ARTRIW,X,1025,1120,95,,,,,,,,,,,
11,M,80,ARTRIW,X,1305,1395,90,,,,,,,,,,,
11,M,80,ARTRIW,X,1470,1495,25,,,,,,,,,,,
11,M,80,ARTRIW,X,1520,1560,40,,,,,,,,,,,
11,M,80,ARTRIW,X,1590,1610,20,,,,,,,,,,,
11,M,80,ARTRIW,X,1725,1755,30,,,,,,,,,,,
11,M,80,ARTRIW,X,1870,1900,30,,,,,,,,,,,
11,M,80,ARTRIW,X,2180,2220,40,,,,,,,,,,,
11,M,80,ARTRIW,X,2830,2875,45,,,,,,,,,,,
11,M,80,ARTRIW,X,3025,3040,15,,,,,,,,,,,
11,M,80,ARTRIW,X,3150,3180,30,,,,,,,,,,,
11,M,80,ARTRIW,X,4120,4200,80,,,,,,,,,,,
11,M,80,ARTRIW,,0,45,45,,,,,,,,,,,
11,M,80,ARTRIW,,100,170,70,,,,,,,,,,,
11,M,80,ARTRIW,,465,490,25,,,,,,,,,,,
11,M,80,ARTRIW,,825,850,25,,,,,,,,,,,
11,M,80,ARTRIW,,865,900,35,,,,,,,,,,,
11,M,80,ARTRIW,,1180,1245,65,,,,,,,,,,,
11,M,80,ARTRIW,,1255,1270,15,,,,,,,,,,,
11,M,80,ARTRIW,,1495,1510,15,,,,,,,,,,,
11,M,80,ARTRIW,,1720,1725,5,,,,,,,,,,,
11,M,80,ARTRIW,,2095,2120,25,,,,,,,,,,,
11,M,80,ARTRIW,,2445,2565,120,,,,,,,,,,,
11,M,80,ARTRIW,,2680,2840,160,,,,,,,,,,,
11,M,80,ARTRIW,,3040,3080,40,,,,,,,,,,,
11,M,80,ARTRIW,,3105,3150,45,,,,,,,,,,,
11,M,80,ARTRIW,,3435,3480,45,,,,,,,,,,,
11,M,80,ARTRIW,,3670,3860,190,,,,,,,,,,,
11,M,80,ARTRIW,,4095,4120,25,,,,,,,,,,,
11,M,80,ARTRIW,,4180,4235,55,,,,,,,,,,,
11,M,80,ARTRIW,,4510,4640,130,,,,,,,,,,,
11,M,80,ARTRIW,,4750,4830,80,,,,,,,,,,,
11,M,80,ARTRIW,,4945,4955,10,,,,,,,,,,,
11,M,100,ARTRIW,X,10,30,20,,,,,,,,,,,
11,M,100,ARTRIW,X,250,275,25,,,,,,,,,,,
11,M,100,ARTRIW,X,525,630,105,,,,,,,,,,,
11,M,100,ARTRIW,X,720,770,50,,,,,,,,,,,
11,M,100,ARTRIW,X,885,915,30,,,,,,,,,,,
11,M,100,ARTRIW,X,935,955,20,,,,,,,,,,,
11,M,100,ARTRIW,X,975,1000,25,,,,,,,,,,,
11,M,100,ARTRIW,X,1700,1770,70,,,,,,,,,,,
11,M,100,ARTRIW,X,1985,2005,20,,,,,,,,,,,
11,M,100,ARTRIW,X,2135,2160,25,,,,,,,,,,,
11,M,100,ARTRIW,X,2260,2320,60,,,,,,,,,,,
11,M,100,ARTRIW,X,2425,2460,35,,,,,,,,,,,
11,M,100,ARTRIW,X,2590,2710,120,,,,,,,,,,,
11,M,100,ARTRIW,X,3510,3520,10,,,,,,,,,,,
11,M,100,ARTRIW,X,3680,3750,70,,,,,,,,,,,
11,M,100,ARTRIW,X,3830,3930,100,,,,,,,,,,,
11,M,100,ARTRIW,X,4060,4090,30,,,,,,,,,,,
11,M,100,ARTRIW,X,4535,4560,25,,,,,,,,,,,
11,M,100,ARTRIW,X,4680,4695,15,,,,,,,,,,,
11,M,100,ARTRIW,X,4950,5000,50,,,,,,,,,,,
11,M,100,ARTRIW,,145,200,55,,,,,,,,,,,
11,M,100,ARTRIW,,690,720,30,,,,,,,,,,,
11,M,100,ARTRIW,,840,880,40,,,,,,,,,,,
11,M,100,ARTRIW,,1000,1085,85,,,,,,,,,,,
11,M,100,ARTRIW,,1090,1145,55,,,,,,,,,,,
11,M,100,ARTRIW,,1540,1640,100,,,,,,,,,,,
11,M,100,ARTRIW,,1890,1985,95,,,,,,,,,,,
11,M,100,ARTRIW,,2080,2115,35,,,,,,,,,,,
11,M,100,ARTRIW,,2205,2250,45,,,,,,,,,,,
11,M,100,ARTRIW,,2410,2425,15,,,,,,,,,,,
11,M,100,ARTRIW,,2460,2515,55,,,,,,,,,,,
11,M,100,ARTRIW,,2530,2555,25,,,,,,,,,,,
11,M,100,ARTRIW,,2720,2760,40,,,,,,,,,,,
11,M,100,ARTRIW,,2990,3115,125,,,,,,,,,,,
11,M,100,ARTRIW,,3390,3445,55,,,,,,,,,,,
11,M,100,ARTRIW,,3600,3700,100,,,,,,,,,,,
11,M,100,ARTRIW,,3910,3945,35,,,,,,,,,,,
11,M,100,ARTRIW,,4125,4180,55,,,,,,,,,,,
11,M,100,ARTRIW,,4300,4355,55,,,,,,,,,,,
11,M,100,ARTRIW,,4365,4390,25,,,,,,,,,,,
11,M,100,ARTRIW,,4480,4535,55,,,,,,,,,,,
11,M,100,ARTRIW,,4880,4935,55,,,,,,,,,,,
12,M,0,ARTRIW,X,865,880,15,,,,,,,,,,,
12,M,0,ARTRIW,X,4620,4680,60,,,,,,,,,,,
12,M,0,CHRVIS,X,1610,1640,30,,,,,,,,,,,
12,M,0,ARTRIW,,475,705,230,,,,,,,,,,,
12,M,0,ARTRIW,,920,975,55,,,,,,,,,,,
12,M,0,ARTRIW,,1880,1965,85,,,,,,,,,,,
12,M,0,ARTRIW,,2215,2275,60,,,,,,,,,,,
12,M,0,ARTRIW,,2340,2400,60,,,,,,,,,,,
12,M,0,ARTRIW,,2515,2565,50,,,,,,,,,,,
12,M,0,ARTRIW,,2710,2890,180,,,,,,,,,,,
12,M,0,ARTRIW,,3970,4040,70,,,,,,,,,,,
12,M,0,ARTRIW,,4730,4775,45,,,,,,,,,,,
12,M,20,ARTRIW,X,690,710,20,,,,,,,,,,,
12,M,20,ARTRIW,X,935,990,55,,,,,,,,,,,
12,M,20,ARTRIW,X,1225,1270,45,,,,,,,,,,,
12,M,20,ARTRIW,X,1415,1530,115,,,,,,,,,,,
12,M,20,ARTRIW,X,1565,1575,10,,,,,,,,,,,
12,M,20,ARTRIW,X,1655,1735,80,,,,,,,,,,,
12,M,20,ARTRIW,X,1840,1890,50,,,,,,,,,,,
12,M,20,ARTRIW,X,2030,2095,65,,,,,,,,,,,
12,M,20,ARTRIW,X,2385,2410,25,,,,,,,,,,,
12,M,20,ARTRIW,X,2490,2570,80,,,,,,,,,,,
12,M,20,ARTRIW,X,2800,2880,80,,,,,,,,,,,
12,M,20,ARTRIW,X,3030,3170,140,,,,,,,,,,,
12,M,20,ARTRIW,X,3600,3710,110,,,,,,,,,,,
12,M,20,ARTRIW,X,3885,3900,15,,,,,,,,,,,
12,M,20,ARTRIW,X,4035,4040,5,,,,,,,,,,,
12,M,20,ARTRIW,X,4330,4420,90,,,,,,,,,,,
12,M,20,ARTRIW,,140,250,110,,,,,,,,,,,
12,M,20,ARTRIW,,535,620,85,,,,,,,,,,,
12,M,20,ARTRIW,,655,660,5,,,,,,,,,,,
12,M,20,ARTRIW,,755,780,25,,,,,,,,,,,
12,M,20,ARTRIW,,860,900,40,,,,,,,,,,,
12,M,20,ARTRIW,,1000,1025,25,,,,,,,,,,,
12,M,20,ARTRIW,,1285,1320,35,,,,,,,,,,,
12,M,20,ARTRIW,,1585,1600,15,,,,,,,,,,,
12,M,20,ARTRIW,,1635,1655,20,,,,,,,,,,,
12,M,20,ARTRIW,,1795,1840,45,,,,,,,,,,,
12,M,20,ARTRIW,,1890,1925,35,,,,,,,,,,,
12,M,20,ARTRIW,,2410,2450,40,,,,,,,,,,,
12,M,20,ARTRIW,,2690,2750,60,,,,,,,,,,,
12,M,20,ARTRIW,,2880,2925,45,,,,,,,,,,,
12,M,20,ARTRIW,,3005,3030,25,,,,,,,,,,,
12,M,20,ARTRIW,,3230,3245,15,,,,,,,,,,,
12,M,20,ARTRIW,,3260,3370,110,,,,,,,,,,,
12,M,20,ARTRIW,,4170,4275,105,,,,,,,,,,,
12,M,20,ARTRIW,,4375,4400,25,,,,,,,,,,,
12,M,20,ARTRIW,,4530,4550,20,,,,,,,,,,,
12,M,20,ARTRIW,,4590,4610,20,,,,,,,,,,,
12,M,20,TETSPI,,4955,5000,45,,,,,,,,,,,
12,M,40,ARTRIW,X,290,300,10,,,,,,,,,,,
12,M,40,ARTRIW,X,1485,1550,65,,,,,,,,,,,
12,M,40,ARTRIW,X,1850,1915,65,,,,,,,,,,,
12,M,40,ARTRIW,X,2555,2625,70,,,,,,,,,,,
12,M,40,ARTRIW,X,3115,3140,25,,,,,,,,,,,
12,M,40,ARTRIW,X,3200,3230,30,,,,,,,,,,,
12,M,40,ARTRIW,,150,240,90,,,,,,,,,,,
12,M,40,ARTRIW,,495,565,70,,,,,,,,,,,
12,M,40,ARTRIW,,615,695,80,,,,,,,,,,,
12,M,40,ARTRIW,,925,985,60,,,,,,,,,,,
12,M,40,ARTRIW,,1040,1055,15,,,,,,,,,,,
12,M,40,ARTRIW,,2625,2675,50,,,,,,,,,,,
12,M,40,ARTRIW,,3140,3175,35,,,,,,,,,,,
12,M,40,ARTRIW,,3850,3910,60,,,,,,,,,,,
12,M,40,ARTRIW,,4030,4060,30,,,,,,,,,,,
12,M,40,ARTRIW,,4100,4305,205,,,,,,,,,,,
12,M,40,CHRVIS,,40,80,40,,,,,,,,,,,
12,M,40,CHRNAU,,3175,3200,25,,,,,,,,,,,
12,M,40,CHRVIS,,4705,4720,15,,,,,,,,,,,
12,M,60,ARTRIW,X,110,150,40,,,,,,,,,,,
12,M,60,ARTRIW,X,1800,1860,60,,,,,,,,,,,
12,M,60,ARTRIW,X,1905,2010,105,,,,,,,,,,,
12,M,60,ARTRIW,X,2445,2475,30,,,,,,,,,,,
12,M,60,ARTRIW,X,2765,2830,65,,,,,,,,,,,
12,M,60,ARTRIW,X,3570,3575,5,,,,,,,,,,,
12,M,60,ARTRIW,X,3750,3810,60,,,,,,,,,,,
12,M,60,ARTRIW,X,4490,4525,35,,,,,,,,,,,
12,M,60,ARTRIW,X,4780,4815,35,,,,,,,,,,,
12,M,60,ARTRIW,,0,15,15,,,,,,,,,,,
12,M,60,ARTRIW,,150,285,135,,,,,,,,,,,
12,M,60,ARTRIW,,325,425,100,,,,,,,,,,,
12,M,60,ARTRIW,,925,1010,85,,,,,,,,,,,
12,M,60,ARTRIW,,1345,1370,25,,,,,,,,,,,
12,M,60,ARTRIW,,1420,1590,170,,,,,,,,,,,
12,M,60,ARTRIW,,1865,1880,15,,,,,,,,,,,
12,M,60,ARTRIW,,2070,2115,45,,,,,,,,,,,
12,M,60,ARTRIW,,2155,2175,20,,,,,,,,,,,
12,M,60,ARTRIW,,2535,2580,45,,,,,,,,,,,
12,M,60,ARTRIW,,2700,2765,65,,,,,,,,,,,
12,M,60,ARTRIW,,3080,3210,130,,,,,,,,,,,
12,M,60,ARTRIW,,3105,3395,290,,,,,,,,,,,
12,M,60,ARTRIW,,3455,3485,30,,,,,,,,,,,
12,M,60,ARTRIW,,4340,4455,115,,,,,,,,,,,
12,M,80,ARTRIW,X,895,900,5,,,,,,,,,,,
12,M,80,ARTRIW,X,1005,1020,15,,,,,,,,,,,
12,M,80,ARTRIW,X,1625,1655,30,,,,,,,,,,,
12,M,80,ARTRIW,X,2745,2785,40,,,,,,,,,,,
12,M,80,ARTRIW,X,2795,2800,5,,,,,,,,,,,
12,M,80,ARTRIW,X,2820,2850,30,,,,,,,,,,,
12,M,80,ARTRIW,X,3000,3025,25,,,,,,,,,,,
12,M,80,ARTRIW,X,3200,3260,60,,,,,,,,,,,
12,M,80,ARTRIW,X,4420,4480,60,,,,,,,,,,,
12,M,80,ARTRIW,,140,230,90,,,,,,,,,,,
12,M,80,ARTRIW,,260,295,35,,,,,,,,,,,
12,M,80,ARTRIW,,400,410,10,,,,,,,,,,,
12,M,80,ARTRIW,,475,590,115,,,,,,,,,,,
12,M,80,ARTRIW,,995,1005,10,,,,,,,,,,,
12,M,80,ARTRIW,,1335,1365,30,,,,,,,,,,,
12,M,80,ARTRIW,,1655,1680,25,,,,,,,,,,,
12,M,80,ARTRIW,,1695,1745,50,,,,,,,,,,,
12,M,80,ARTRIW,,2385,2510,125,,,,,,,,,,,
12,M,80,ARTRIW,,2540,2570,30,,,,,,,,,,,
12,M,80,ARTRIW,,2785,2795,10,,,,,,,,,,,
12,M,80,ARTRIW,,3025,3080,55,,,,,,,,,,,
12,M,80,ARTRIW,,3080,3105,25,,,,,,,,,,,
12,M,80,ARTRIW,,3175,3200,25,,,,,,,,,,,
12,M,80,ARTRIW,,3455,3505,50,,,,,,,,,,,
12,M,80,ARTRIW,,3525,3560,35,,,,,,,,,,,
12,M,80,ARTRIW,,4140,4225,85,,,,,,,,,,,
12,M,80,ARTRIW,,4480,4520,40,,,,,,,,,,,
12,M,80,ARTRIW,,4595,4655,60,,,,,,,,,,,
12,M,80,ARTRIW,,4905,5000,95,,,,,,,,,,,
12,M,80,CHRVIS,,980,995,15,,,,,,,,,,,
12,M,80,CHRVIS,,2150,2175,25,,,,,,,,,,,
12,M,100,ARTRIW,X,655,675,20,,,,,,,,,,,
12,M,100,ARTRIW,X,3125,3150,25,,,,,,,,,,,
12,M,100,ARTRIW,X,3180,3200,20,,,,,,,,,,,
12,M,100,ARTRIW,X,3480,3670,190,,,,,,,,,,,
12,M,100,ARTRIW,X,4910,4990,80,,,,,,,,,,,
12,M,100,ARTRIW,,130,260,130,,,,,,,,,,,
12,M,100,ARTRIW,,675,710,35,,,,,,,,,,,
12,M,100,ARTRIW,,765,775,10,,,,,,,,,,,
12,M,100,ARTRIW,,820,960,140,,,,,,,,,,,
12,M,100,ARTRIW,,1295,1320,25,,,,,,,,,,,
12,M,100,ARTRIW,,1340,1435,95,,,,,,,,,,,
12,M,100,ARTRIW,,2045,2110,65,,,,,,,,,,,
12,M,100,ARTRIW,,2510,2665,155,,,,,,,,,,,
12,M,100,ARTRIW,,2780,2815,35,,,,,,,,,,,
12,M,100,ARTRIW,,3000,3125,125,,,,,,,,,,,
12,M,100,ARTRIW,,3150,3180,30,,,,,,,,,,,
12,M,100,ARTRIW,,3855,4115,260,,,,,,,,,,,
12,M,100,ARTRIW,,4680,4700,20,,,,,,,,,,,
12,M,100,ARTRIW,,4720,4730,10,,,,,,,,,,,
13,M,0,ARTRIW,X,230,250,20,,,,,,,,,,,
13,M,0,ARTRIW,X,275,355,80,,,,,,,,,,,
13,M,0,ARTRIW,X,400,430,30,,,,,,,,,,,
13,M,0,ARTRIW,X,445,470,25,,,,,,,,,,,
13,M,0,ARTRIW,X,480,495,15,,,,,,,,,,,
13,M,0,ARTRIW,X,505,595,90,,,,,,,,,,,
13,M,0,ARTRIW,X,720,735,15,,,,,,,,,,,
13,M,0,ARTRIW,X,895,900,5,,,,,,,,,,,
13,M,0,ARTRIW,X,975,985,10,,,,,,,,,,,
13,M,0,ARTRIW,X,1080,1135,55,,,,,,,,,,,
13,M,0,ARTRIW,X,1185,1255,70,,,,,,,,,,,
13,M,0,ARTRIW,X,1525,1585,60,,,,,,,,,,,
13,M,0,ARTRIW,X,1700,1715,15,,,,,,,,,,,
13,M,0,ARTRIW,X,2025,2095,70,,,,,,,,,,,
13,M,0,ARTRIW,X,2175,2200,25,,,,,,,,,,,
13,M,0,ARTRIW,X,2920,2935,15,,,,,,,,,,,
13,M,0,ARTRIW,X,3695,3705,10,,,,,,,,,,,
13,M,0,ARTRIW,X,3940,3980,40,,,,,,,,,,,
